Protein.Group	Run_partial_R2	Plate_partial_R2	Group_partial_R2
Q6PJF5;Q6PJF5-2	0.0334432439590509	0.0449552794366974	0.0028297425923138
O15231-3	0.0807827079836419	0.0560617633069895	0.0141075657100234
Q14185	0.0480143999918385	0.0129209099334446	0.0110570143248381
Q6P2E9	0.0541634096954739	0.0175526794187931	0.0179702946984464
P16591	0.0354970779702426	0.0143642851195927	0.040062363069304
Q6UX07	0.0463151238521192	0.0447678392895413	0.00912392616560764
P46379;P46379-2;P46379-3	0.0495085248701967	0.0501735711128582	0.0261514290118934
P31689	0.0406868158903894	0.10535585879566	0.0128284718954443
P31943	0.0471826816384394	0.0550237989665018	0.00635498141831811
O15372	0.0308675486165378	0.0137652324215212	0.0102127787556794
Q9Y520;Q9Y520-4;Q9Y520-5;Q9Y520-6;Q9Y520-7	0.09154094329616	0.0152960390601922	0.00473663507266578
Q9C0I1	0.0357913279108624	0.0293270002532557	0.0341228199990739
Q9BTU6	0.0315881205224392	0.00191036994856411	0.00661833841298839
P23634;P23634-6	0.00897519493445624	0.0299600039155486	0.000646814635251802
P61247	0.0102607112851674	0.0223670599570765	3.84491068237828e-05
Q12851;Q12851-2	0.0451581567759496	0.0220247444873822	0.0233138232008121
Q5BKT4	0.0312963291292	0.0256339010494811	0.00762673983920913
O15204;O15204-2	0.0531839902232123	0.0884861368869001	0.0570569639532196
Q15785	0.155914944811661	0.0149244564621012	0.0640866245318415
Q14156	0.0656162872221977	0.0700889998789939	0.0269618182120326
P07814	0.042147226330167	0.0842518690478452	0.00652743802956408
P83111	0.110695750858498	0.0712594256015123	0.00540980539851608
Q9UBB4	0.0933546298389782	0.090909789782715	0.0236749189438138
Q01469	0.112913804829277	0.0399090086119138	0.00582752218441974
P53597	0.0269478683595268	0.0626582361904785	0.0019098751941391
P14550	0.0177276431324146	0.0366978388869631	0.0384341584140436
Q9H9H4	0.000242179101380735	0.121239965518455	0.0147871213339995
Q9Y679	0.0455749758648222	0.0467139442278909	0.000410874990351585
P0DMQ5	0.164123762298272	0.0540209731923079	0.0170208165966611
Q9BZ67;Q9BZ67-2	0.0689824207091427	0.0289846655858664	0.0130704540769425
Q5H9R7;Q5H9R7-2;Q5H9R7-5;Q5H9R7-6	0.0357071274990741	0.0524896656814252	0.034557493509678
Q9UID3	0.0484480523910641	0.0138903456905103	0.000272951391688539
P26640	0.0174639717956469	0.0654218093997532	0.0262258981404789
Q96EP0	0.0922075719320796	0.048574119972568	0.0275867169217666
Q15631	0.0441075482963189	0.0526103181752752	0.00265924179602148
Q01970	0.0251825087947913	0.029293104562057	0.0319026268845983
Q6IA69	0.0437665918065821	0.0123172918305347	0.0191912255219546
Q15717;Q15717-2	0.180071684943589	0.0386010047295849	0.00365894283328424
P46019	0.0520362268710922	0.0326440701826258	0.00324319545112682
Q9P2R3;Q9P2R3-2;Q9P2R3-4	0.0411256578493843	0.00614774743293712	0.0440137909195073
Q12792	0.0821979091412243	0.0822494397158775	0.0019326921250135
Q9Y5K8	0.0551790087062542	0.0520492600329513	0.00250297788815976
Q2M3D2	0.0801802731814019	0.0358363887084169	0.0131425246701083
P78527	0.0107070772864806	0.00631705718936656	0.0338988315124755
P20618	0.0193015580217858	0.0217642801557098	0.00680748340529978
O14727;O14727-4	0.0603584093040733	0.0191505197168747	0.0250023651411413
O00481	0.0225454637269725	0.0210832020405261	0.00011248528442073
P48736	0.081215938914258	0.0693549945257644	0.00410917898813699
Q6PCE3	0.0203467343955648	0.029659176166219	0.000124279881337153
Q9NR09	0.041117535102407	0.0417843866624485	0.000514144063023154
Q9BTY2	0.043510752200734	0.0255789856643172	7.47822041823823e-05
P61769	0.012311968055082	0.0798659837709893	0.0111139665617723
Q9NZN5-2	0.0545013962768735	0.0349692680752288	0.0360860284702857
P49915	0.0731480911603128	0.0563818918202737	0.0109706100107896
P48729	0.0847070857764035	0.0135305384671352	0.00829908166505511
P49137	0.0248466066832568	0.0173462807950192	0.0108736178695819
P08240	0.0638675944632617	0.0738463924694379	0.00646408313820271
Q9Y2V2	0.00600754622998737	0.00430342251259773	0.000912621665497993
Q16204	0.0614805081179122	0.0702537501088343	0.000112084481648179
Q99805	0.0370895396073828	0.0370869774752051	0.000850089252426599
P04839	0.00939091489315175	0.00162053520894967	0.00181521761269658
Q92696	0.0699399873373955	0.0529721038321258	0.0394077135373603
P78536	0.0571872209839856	0.0201048101117104	0.000293418563569177
P60900	0.0482564890989885	0.00017062574920557	0.00566241665606103
P32019-3	0.0436622817200336	0.0342271179181304	0.00418659560497986
Q15006	0.0670970799404022	0.0842276822187812	0.00713963661532823
P23743	0.0426519129573103	0.0451247856303667	0.00103714265755048
Q8WU76	0.0563508176229747	0.0216833519362962	0.000427014768903029
P07948	0.100429543530947	0.0082749838014678	0.0212287341257109
O15212	0.0897841306251527	0.176156104736005	0.0121688813061337
P08559;P08559-2;P08559-4	0.0735968191659156	0.0352625866091716	0.00671885494697718
P04062-4	0.0372714377366131	0.0189097275414009	0.00115829603717584
Q9Y5Z4	0.0586035645064574	0.0102749546464208	0.00258037805005815
Q13618	0.0077669271631609	0.0321696404842548	0.00537017799137666
Q02790	0.0457306276342494	0.028682199750806	0.00514999658211554
O75348	0.0649294717875096	0.0373928844163616	0.00176109645325489
Q6ZU35	0.0914765835099078	0.116629187497318	0.00238642642287932
Q9NZJ7;Q9NZJ7-2	0.0877545187230403	0.053921925860453	0.00377682757809279
P48147	0.00937598773853841	0.0102760642936656	0.00542517902126546
O15067	0.0380237852934048	0.0514940567284509	0.0207873217131945
Q8IU68	0.0640495742798182	0.0280660333003239	0.012472557227396
Q9UFG5	0.122208465871078	0.0773168124947476	6.78762940838042e-05
Q96BZ9-3	0.0591299584851676	0.0309947558375203	0.000554484502601277
Q96EP5;Q96EP5-2	0.0178020139131545	0.00888943585527686	0.00151105855389146
Q15286	0.0667986165379247	0.0269007612858892	0.0211911848534003
Q9HD42	0.0814117506973677	0.0767586687671929	0.0170158824785082
P26572	0.000413993425016922	0.0303900541439053	0.0261757599009397
P28331;P28331-2	0.0324143614660357	0.0100364907470401	0.00489193541812893
Q9Y487	0.0965192590415675	0.129291607327944	0.000797297748372462
P78509;P78509-2	0.0453553488989007	0.0108074428120761	0.00695155956367152
Q9GZS3	0.0415524014686818	0.0276501763026194	0.0213852096389708
A5D8V6	0.0393404495305585	0.00753250474488419	0.00270497510169038
P36578	0.0119460701816968	0.0201033986841867	0.000260579025946716
Q86SZ2	0.0699628990489269	0.00464626066347231	0.0373214039537054
P06756;P06756-2;P06756-3	0.019085041779427	0.0436071360069038	0.0170588162479634
Q9NZ43	0.13061225280983	0.0242230268481352	0.0154331408743498
O60547;O60547-2	0.0563588133585774	0.0675466743819188	0.00709007632934935
Q9NR50	0.0690927743028822	0.0615226812679652	0.00745234154969802
Q96M96	0.0255175049141698	0.0239942500480225	0.0138944509266578
Q8TD19	0.142969674773806	0.039918665918395	0.00763561438882207
Q9H6F5	0.00625401106605715	0.0339427247910921	0.00879903048626545
P15880	0.0113567925991761	0.0215457063345931	0.0121387948963081
Q9Y315	0.0824531631423494	0.0277443542137336	0.00394977802038645
P0CG47;P0CG48;P62979;P62987	0.0385436202867454	0.00439231286365601	0.0492203017144607
P23470;P23470-2	0.0365140079788106	0.0382407615226523	0.000743246527245804
P48637	0.0368464100337974	0.0168959135117934	0.0185216163902031
Q9H8L6	0.00825273209342962	0.017934025108713	0.00460711450113576
P43686	0.0416958929215093	0.0380536274520544	0.0136310503248185
Q9NRY5	0.000918885512226507	0.0120105197464644	0.0304018240249169
Q9Y2L5	0.0661661805979604	0.0907395112541332	0.0194993663230435
Q9BT22	0.00383842937654295	0.0563802452681993	1.56934894876252e-05
P25685	0.00895724981222309	0.0139612116466814	0.0161347385132298
Q13188	0.0549642047780217	0.0676507643534746	0.00401478726605457
Q8N3C0	0.0194424190337336	0.0481784266195961	0.0549955214729574
Q14392	0.0753455579552249	0.0148677619687484	0.00525150880144268
O95319-3;O95319-4	0.177442221511225	0.109612635509936	0.00824587601070053
Q14738	0.0280993399935069	0.0149981207599388	0.0138639202188181
Q15172	0.0140394210220284	0.0261126634922236	0.0117092355209373
Q96RD7	0.0741065244478993	0.0464569775270908	0.00433356766356107
P29401;P29401-2	0.0247689761839092	0.0453790652918335	0.0207707225718458
P30050	0.00668705317033962	0.0124886639036612	0.00700231039456691
Q9Y6B6	0.0889756917016866	0.0455337782436153	0.0157118445797401
P52294	0.0756823600599854	0.0761405802360126	0.000798863505485863
Q9Y6Y8	0.0245756383606044	0.0333454254606732	0.0231987762148545
O43390;O43390-2	0.00843207668650996	0.00756228942646605	0.000565898045029866
Q8NHG7	0.081686796771464	0.0144997754605499	0.000477564282815415
Q9NS86	0.0685347655443953	0.0468904536535088	0.0155389356887673
Q8IW45	0.00590112865913348	0.04094882871881	0.0053034411998476
P23396	0.0494424335359604	0.0449036313408859	0.0152725907806265
Q13630	0.0682727439752936	0.029013281778681	0.00048071920913078
O94923	0.0154936258813181	0.0183357586024227	0.000116060549722656
P36915	0.0127950072041492	0.022856880573207	0.0120680221866983
Q14C86;Q14C86-5	0.0271994141401851	0.0111015335347247	0.0363999703593108
O94929	0.0389930468801397	0.0477196643410457	0.00322571403308815
O95425	0.0325668000939533	0.0111942003626925	4.75498809970135e-06
P40189	0.074286391019777	0.0761781757029777	0.0243212642551692
P00451	0.0190464017975377	0.0343615249256399	0.000487835361634102
Q9NUU7	0.0557745129013265	0.0298434773536241	0.0155704875139897
O75695	0.0327048401135419	0.0356436193146231	0.0249343954189415
O15371;O15371-2;O15371-3	0.0386419555462334	0.0677428436649321	0.0133824033635004
Q6UWE0;Q6UWE0-2	0.0602494666641081	0.00588275407724648	0.000950444787031527
O43304	0.0502509273898573	0.0176078962016863	0.0073328467329757
P18084	0.0692689047328027	0.038986076093713	0.00163319660761953
Q9BUH6	0.0387276011654975	0.0503889357697784	4.96273860981403e-06
P49589-3	0.0423565350204141	0.0355881226381741	0.0261376474561065
P62701	0.00228092087646785	0.00697494554458373	0.00390783552791631
P48506	0.0964537364221324	0.0487444598315197	2.78096918372254e-05
P62854	0.058808641590123	0.00225658819921499	0.0108483594354169
Q9UPN3	0.07663795414329	0.0806939874609975	0.00732065210252128
Q14966;Q14966-3	0.022060126078118	0.080165067804744	0.0167989469316454
P29122;P29122-2;P29122-7;P29122-8	0.0329634982143536	0.0509991685983272	0.0229863744040837
Q9H4A4	0.0335394399392585	0.0365816167653867	0.0141105736310473
P55010	0.0261699520866187	0.0555753576238906	0.00531594236015147
P21964;P21964-2	0.0284408162549946	0.0155236095192056	0.0213858529913733
P54709	0.0287760864850955	0.0167010668315673	0.021536605891106
O60704	0.0299283375778281	0.0374714239719007	0.00561938042321695
Q68DL7	0.00732025184385253	0.0227081593179395	0.00430764874402594
P19525	0.0366630457275011	0.0274978607964139	0.0106661567682221
P28066	0.0358096949991416	0.0176137471960009	0.00992697987590002
Q7L1W4	0.0965422205705009	0.0327123763436128	0.00618696167832368
P17813;P17813-2	0.0183609029836811	0.0146539908383755	0.000297117730863246
Q9NTX5	0.0965757664181407	0.0284163158055866	0.0105034342072165
Q9NZL9	0.0650905635742981	0.0904753701373751	0.00627080527922887
Q8TC26	0.0453637251647836	0.0053650193630516	0.00578779218273241
Q9BRG1	0.0254292171001309	0.0167540458069107	0.0180963507823597
Q9BRR9;Q9BRR9-3	0.0030993760743391	0.00692406963960816	0.00556242000767582
Q14558-2	0.00262801374886307	0.0118673122463129	0.00900331705853943
P28288	0.0417015128100652	0.0776832714588223	0.00408473341613815
P36551	0.130303720373111	0.0174532150315483	0.00319906279874949
Q9Y2G8	0.0525316950384802	0.0350213674470563	0.000384374982810087
Q5VW32	0.0253736762329791	0.00925224077397719	0.0481023256842284
P61221	0.0263224453299187	0.0491700019390313	0.00534701021863999
Q9BZL6;Q9BZL6-3	0.113329805471003	0.140978540231265	0.00425670083187437
Q02809;Q02809-2	0.0324933521445143	0.097675033721085	3.02385545574779e-05
O14656	0.0329155282679829	0.0393275817777156	0.0103014787725604
Q8WWM7-9	0.065714749122992	0.0500510965570224	0.00120163917529219
P00390;P00390-3	0.0201727553491988	0.020290333503083	0.0349856437350161
Q9H267	0.0996569701980828	0.0233751395645832	0.000703895575606582
A4D1B5	0.0381027962241054	0.0804302694360386	0.00658356995857604
Q96T76;Q96T76-8	0.070230561385494	0.0637617937002644	0.000285515687775433
O95202	0.0584271931844641	0.0591573048023735	0.0114744983861043
O15111	0.061677883307743	0.0507920308521176	0.00671590667936581
Q13724	0.0716442018797168	0.0388079250695252	0.0276000192161447
O94903	0.0367274720258737	0.0171081693257933	0.031607684999399
P62241	0.00747096853590618	0.0430600375268496	0.000214193826516758
Q9NZZ3	0.068087000978471	0.0160163621175584	0.0189742430849264
Q6ZWH5	0.0079532377587196	0.0124580259704114	0.00150713566547249
Q9BZH6	0.0788704067257045	0.0116220163798837	0.00159345619534048
Q86TV6	0.0246325285274343	0.03178836996543	0.0194021367707896
P07738	0.0114612694167161	0.0428313727203313	0.00441330416471386
Q13505	0.0735349806091671	0.0332475406301638	1.69200820222201e-05
Q8TEA7;Q8TEA7-2	0.0756329969864472	0.0894556898801606	0.0434183498922944
P19320	0.00446056158043815	0.000630018793358042	0.0194603905099261
Q9Y4K3	0.106138796882768	0.0244085890031614	0.0243492017709662
Q9UHY1	0.0517616865625406	0.0424075761324798	0.0100748437859906
P35637;P35637-2	0.00301108822871274	0.0157295250644064	0.00594322055308433
Q9Y3C8	0.0328790256612946	0.0559270293180958	0.000951017483098482
Q6UWP7;Q6UWP7-3	0.0464319430736717	0.0733553642702921	0.00712624462373547
Q96KP1	0.0172609558043501	0.0225852948493236	0.0102990481715672
Q96TC7	0.0872991446608383	0.050365094940327	0.00377637214943892
Q5T1M5	0.108061244025693	0.0797254703749258	6.3997703326194e-06
O75477	0.0768528740477563	0.0331979101890417	0.000932497759416219
O43776	0.0441423429033538	0.0781420762586316	0.00751683002398119
P53582	0.0343735697701753	0.0430484723216314	0.0173944831020745
Q8NDZ4	0.0318363988844449	0.0367883457208098	0.0201149899022716
Q9Y4W6	0.00674082903253511	0.0649806343265209	3.63100160900515e-08
Q8IWA5-3	0.0674904034379281	0.0117165926991872	0.0212580125925179
Q96AX1	0.0574479008056609	0.051769790819434	0.00269716033207844
Q8N6T3	0.116349571855976	0.0875467405384525	0.00952466341942048
P22735	0.0116597774284291	0.0156390606000733	0.0123280194536334
O43491	0.013681755014687	0.0360047544088147	0.000651419671588502
Q14161	0.0939799900807844	0.0722536378687309	0.00317917393907461
Q9Y3S1;Q9Y3S1-2;Q9Y3S1-4	0.00749732171533302	0.00316044910180965	0.00593342177599065
P46939;P46939-2	0.0575298111809213	0.0464917928596293	0.0171446317625057
Q9HBF4;Q9HBF4-3	0.0538163200390767	0.00494867651950371	0.00108341196124778
Q86UD1	0.0104435129349738	0.00594594974398684	0.0249639050400519
P09960	0.0903848322937685	0.00204679728999536	0.0220817108291549
Q9P2R7;Q9P2R7-2	0.102482609703351	0.0503668672448152	0.000182190772248113
Q86X83;Q86X83-2	0.0502955315289575	0.0447025933364669	0.000552355753034225
Q53T59	0.0430076471583911	0.0482800029771702	0.0206016229205654
P49841;P49841-2	0.0223139113733691	0.0520871402086633	0.00246365485791651
Q96E17	0.0483831152954859	0.0405730786480383	0.00852860908722286
P07942	0.04663657730444	0.000187146253248071	0.00162557930306236
Q99653	0.135614872525845	0.0568641934694665	0.000828370029500255
Q96FN4	0.0433681812685582	0.0407554608842349	0.00763603821428939
P04156	0.0467735772752836	0.0207921444343879	0.00472044354241958
P23526	0.0249438903817193	0.0299454077094714	0.0221816352248031
Q13144	0.0595655739958108	0.124529807429777	0.0137955265567816
Q9UGP8	0.0830503222791992	0.0384668809130842	0.00112536077027087
Q9Y266	0.0509606172302035	0.047961988843141	0.00219774116502928
Q5TCZ1	0.061762031598517	0.0250544547379331	0.00322119080420044
Q9C037;Q9C037-2	0.090955091733421	0.0243285586377555	0.000173609853717746
P10586	0.00341894420501777	0.00148806966943354	0.00487282419108084
Q9UI09	0.0121828224462129	0.103902895589187	0.00208934876577156
Q9ULQ0	0.0389853366441518	0.0735573033827888	0.01970312307447
Q66K74;Q66K74-2	0.045829408819207	0.0671522244661837	0.0221180544617801
P84085	0.0155449171771844	0.0387127627317655	0.00942475288474295
Q9BRR6;Q9BRR6-2	0.0421055705337467	0.115480411399904	0.0207393650560908
O95865	0.0136130156403797	0.0487334905531517	0.0327882028216245
Q13148	0.04177114446618	0.0444378103355198	0.0119637648054651
Q15750	0.0400929370315505	0.0133442499070551	0.0124433544801585
O75955	0.012797004268451	0.00303176042872839	0.00706620000229137
O43813	0.0224971946401103	0.0197755646638951	0.0269813652910312
P62269	0.0263148387748861	0.0507163316485959	0.00840021510235873
Q9Y262	0.021023994911776	0.0477796475984127	0.0188948063564493
Q02218	0.0413038977797864	0.0855744658188845	0.00841086971771838
E9PAV3	0.0524000956067469	0.00404177202016832	0.0144934801221055
Q59EK9;Q59EK9-2;Q59EK9-3;Q59EK9-4	0.00616874575042	0.0435272805166543	0.00401787455250184
Q9Y2H0	0.0576204083334658	0.0623579197336909	0.00454809713852812
Q6NXT6	0.135621136380489	0.0562581735716391	0.00247915087384014
Q9Y224	0.00625450539939413	0.0214714880829735	0.0394944152202182
Q53QZ3	0.0203834864759808	0.0241694724312289	0.00406492180817005
Q8IZ81	0.0901929360717764	0.0808823483857081	0.00878061931405625
Q96C19	0.0416099296305719	0.0259119819465526	0.0215981287415925
Q6PIU2;Q6PIU2-2	0.0306852249127847	0.00924435612571873	0.000121532899331511
Q9H269	0.0555949150203449	0.042871276943098	0.00484856197624889
Q7Z7F0;Q7Z7F0-2;Q7Z7F0-3	0.00822282988090591	0.0173737242750192	0.00915301070060798
P46976;P46976-2	0.0769959605601982	0.0186301404771393	0.0231546589089984
Q9UEW8;Q9UEW8-2	0.0338681872242876	0.00943673925881211	0.0317156228324813
Q5JSP0	0.0551748840662179	0.0590816889405858	0.0110735917692858
P46782	0.0204685902642016	0.025758997516377	0.00128852796985728
Q9UKZ4;Q9UKZ4-2	0.0182704109214319	0.00762183706402868	0.00749844782544654
O95671;O95671-2	0.0231449958727599	0.0266280812567328	0.0144729542104625
Q8NBJ7	0.0511175748527349	0.0669798366079877	0.0212153896259707
Q9BQA1	0.0372187477288842	0.0184798763659322	0.0292254932376127
P02751-1	0.00915016834255927	0.0274874244434073	0.00155123726253611
O95433	0.0459694565813013	0.04941287063799	0.00239800139791892
P55011	0.0401524935955552	0.0243428637661725	0.000359235030499621
Q9Y646	0.0149680611285956	0.000961410738647663	0.0262462102488602
Q63ZY3-3	0.044393128482476	0.0316371706411894	7.91053476687947e-05
Q9BZF1	0.13783470427121	0.0291762341295977	0.0476542042369204
P33121	0.0695018695997696	0.0807262049484316	0.0245227718101736
O75821	0.0623610046227771	0.0502757719461025	0.0070750713930394
Q9UKV8	0.0151041686662586	0.0396339463762366	0.000481786871969191
Q9Y6N5	0.0914849295875807	0.0402704694381323	0.00518545142796328
Q9BY44	0.0418598117032109	0.0657561547627568	0.0127208653605213
Q6UXV4	0.0438070782252922	0.0613316612543197	8.53277123269452e-06
Q9NVI7-2	0.0112893874079946	0.028079160197423	0.000242643234907834
Q9NP58-4	0.0130467562617393	0.00494027411229234	0.0186618516235196
P63208	0.0817981011705763	0.0448344318294231	0.00512762450650165
Q8NG11	0.0590742396175166	0.0846951521255119	0.00859738104326858
P11940	0.0130807120194994	0.0377021910931048	0.0318715184091385
P21283	0.0467911873373261	0.0250350046741395	0.00912180897143155
Q9P258	0.023933833913142	0.016886375736095	0.0162681965146837
P08754	0.0396573170781327	0.00706033018173119	0.0218529073161462
Q15008	0.0294304915807298	0.04516877213606	0.0247517256270385
P11441	0.0583654417978546	0.102804866748113	0.0236389193648691
P52594;P52594-2;P52594-3;P52594-4	0.0507363449948894	0.0517603206530124	0.0218944096197142
Q9HC35	0.0942494523174373	0.0647379963047789	0.0159890673026541
Q9UGP4	0.0875021214354264	0.118100471251749	0.00869669974299645
Q9H9E3	0.0436341374942706	0.023325980286138	0.00251704757474939
P49767	0.0347330849602703	0.026566878827115	0.0154461524700679
Q9NWV8	0.0368160948019255	0.0943100589541067	0.0261689217265234
P54136	0.0263964144243489	0.0283642754452589	0.00182167310800445
Q9Y5K5;Q9Y5K5-2;Q9Y5K5-3;Q9Y5K5-4	0.0853945578386574	0.095925820509704	0.006426742003751
Q93050;Q93050-1;Q93050-3	0.0569651802112112	0.00268471057497552	0.00147186221178599
Q5SW79;Q5SW79-3	0.195183774757006	0.0487617530068572	0.00514393035620336
Q9H074	0.000935428112636947	0.0268517111286043	0.0297272443680936
Q9H9B4	0.0612334527171021	0.0341846608527507	0.0220239356467658
Q12981	0.0670703189812824	0.0714177929848821	0.0108652708030446
O00534	0.0735664938654139	0.0490667694777336	0.00921828318504597
O14744	0.0142640683489005	0.0223147431584263	0.0172759146343106
P11279	0.126020284762585	0.0397790144589903	0.0183920368780579
Q02818	0.0182111620691576	0.0102324693129478	0.000329939507979035
Q15475;Q9NPC8	0.000539114571147299	0.0270254754365762	0.0129302954795287
Q9BUN1	0.00398602507643036	0.0389136324698474	0.00392090715390334
P32321;P32321-2	0.034083677682269	0.0549288554688406	0.00323283385699641
Q53TN4;Q53TN4-3	0.0431588240438243	0.0667392695610074	0.0031892172731395
Q13557-12	0.0475949421685414	0.064307584601356	0.0293015278114206
P09769	0.0243771018616005	0.0156103927585478	0.00424850152055132
Q5VVQ6	0.0214330036868704	0.0225976422712573	0.0104903197165157
P04040	0.0112752947198494	0.0173492544870647	0.0664798079059881
P05023;P05023-4	0.0268421659014781	0.0294289175236879	0.030817778722466
Q92974;Q92974-2;Q92974-3	0.0463339084239404	0.0543563250319913	0.0163947460993208
Q12912;Q12912-2	0.0866611904174943	0.0514731019238636	0.0174980090242499
Q9NR46	0.0261695742633193	0.0772521558760465	0.0124786167403665
Q9Y4Z0	0.0771392116352326	0.0501057001175007	0.00429046288180309
Q8N138;Q8N138-4	0.127337990198973	0.02554816574435	0.0115739744258118
O95140	0.0497096612526052	0.0433461934030902	0.000646595680049018
Q96JC1;Q96JC1-2	0.0551359087909039	0.0499443960817809	0.00291483797840952
P02675	0.010391684922943	0.0196405033512129	0.00652795150827413
O00160	0.0127184864588419	0.0193594416375402	0.00138038801550499
P36955	0.00588862163899869	0.000886408956141812	0.000615165380155655
P42574	0.0695666429803149	0.00915941465947853	0.000777482782688514
Q5VW36	0.0419095741070419	0.0300307178545632	0.00482307369607828
P46781	0.013872957021141	0.00524145427747972	0.00776947150853533
B2RUZ4	0.0223461328916115	0.00904010686207898	0.00244063301166424
P25098	0.0358895057925194	0.0568221796828615	0.0138067381026839
P53634	0.0111044423264466	0.0270521306103483	0.00352160204443317
O75369;O75369-2;O75369-8;O75369-9	0.00649893149226555	0.00794657478732026	0.00320781416528997
Q9HBI0	0.068906660147612	0.0201128222684998	4.8913975684397e-05
O60716-3;O60716-5	0.0659393288038084	0.0200689023876631	0.0240720975004723
P13639	0.0538581285090883	0.0445532917175418	0.00841086979559833
Q08752	0.0191416124923241	0.00940947783024024	0.00144997764925076
P16435	0.114940906146717	0.0387604553532003	0.00347756968413389
Q12904	0.0925515157061013	0.0619884681485545	0.00647611105957255
Q86X29;Q86X29-4;Q86X29-5	0.014374821057475	0.0231470981638563	0.0213963622527617
O43617	0.0323378944860142	0.0836632848107976	0.00672030839491933
Q10471	0.0185743881995087	0.0300817194989683	0.00193137267043206
P02671	0.0079790953548372	0.0210120148843092	0.00885491693439846
Q86UP2	0.071551534471567	0.0317844141822957	0.0140813294907917
O60925	0.0333088668328	0.0352961924427908	0.011323138847363
P04275	0.0162496825105322	0.207760211694497	0.000292757003618283
P19256;P19256-2;P19256-3	0.0249118634177409	0.0545567088310568	0.00011359462172687
P47897	0.0610520434642615	0.0940076926189055	0.0149358362038333
O00571;O00571-2	0.0352903841105237	0.0922768845020132	0.0325653850382909
O00462	0.0379109121948462	0.00626508833790609	0.00683324985597895
P62333	0.0365802130629236	0.0238955009084671	0.0289025455441172
Q9H330	0.0801054983551322	0.103808622225246	0.00342619485283862
O15305	0.0374026395900761	0.0297117090547197	0.0152876441370008
Q14118	0.0486736358817966	0.00539258496754464	0.00106829304620398
Q7Z4W1	0.0332837980037056	0.0357655318386013	0.0340134303648645
Q92945	0.001600010477854	0.0253163417630722	0.000841190517263797
Q99747	0.036462023286482	0.066540887398145	0.0143983878035672
P51648;P51648-2	0.0648522554387932	0.0800097321358087	0.000830980454821101
P09382	0.0352647938102587	0.0472784286986949	0.011988409078499
Q96AC1;Q96AC1-3	0.0430828889995496	0.0647086204408294	0.000821547243539832
P49184	0.04455873796001	0.047206359190029	0.0100293611109642
P42331-4;P42331-6	0.130408101107492	0.0352260589360035	0.0120378972912842
Q13451	0.0954757074810149	0.0303952349089827	0.0125378069618176
Q9BXR6	0.004236899281724	0.0227805217366086	0.00494900114987156
Q5JTV8	0.122492874360674	0.125773418350388	6.99511126868497e-05
Q7Z2W4	0.0584707673087155	0.021747106935298	0.00940051255456494
P30622-2	0.0628931415149007	0.00511468575254403	0.00744435438054686
P52272;P52272-2	0.0221514530892191	0.0258655275200887	0.00214741921937418
P51114;P51114-2	0.0265927922118733	0.0268545447446831	0.0139961850022952
Q9Y305;Q9Y305-2;Q9Y305-4	0.0628992647860014	0.0361414647233116	0.00620227039637444
P06727	0.0097732662349691	0.0353254220479904	0.026538005550791
P04114	0.00643547069218874	0.0531893896583486	0.00746246302256087
Q92835;Q92835-2	0.0492974463195462	0.045744981154845	0.0123011761581141
Q9BV40	0.0611855086465932	0.0476391353956567	0.0181748194879218
A6NHM9	0.00729271818150155	0.00890863451483219	0.011838797217819
P11172	0.0347480798719127	0.0563503594290845	0.00996863749160878
Q14318-2	0.0677352509397045	0.0844341040449667	0.0167555373295898
Q86X76;Q86X76-2;Q86X76-4	0.025800866099467	0.0141903581948527	0.0204142125615431
P07858	0.0270598492738807	0.0473682305472213	0.0123256584548317
Q9BQA9;Q9BQA9-2	0.0543829955338033	0.0825975266781739	0.0178596160801782
Q6P3X3	0.0723509982138436	0.0603210274784547	0.00407183038129548
Q9BSL1	0.0627426943538476	0.0574657799873357	1.51353640708122e-05
P62277	0.00349561638591103	0.0492200888022213	0.000304999565152142
Q8IUI8	0.0250987718160243	0.0400885406261405	0.0175887676339568
P02679	0.00642383784671335	0.0173561036281103	0.00662088302258592
Q13057;Q13057-2	0.036198600081281	0.01268212837343	0.0111929542921865
P07355	0.0241426707562343	0.00449982487106291	0.0123169954638337
Q9Y6M1;Q9Y6M1-1	0.0576115260268353	0.0701978709905188	0.00881002894954987
O14734	0.0971965402970999	0.170624865771186	0.0113484682217738
Q9C0E8;Q9C0E8-2	0.0889902513219642	0.0901667416215555	0.00656193019543706
Q9Y285	0.0272183709621371	0.0389930491913272	0.0118295220082762
A6NML5	0.00995380714870925	0.0475863405780839	0.000851430237630177
P78559	0.0405232318725415	0.110596344740227	0.00430423781035652
Q9UPU5	0.0415961863244873	0.0585125087423188	0.0110669180495972
Q07954	0.00472230658722106	0.0467082228279272	0.01207938844534
P42356	0.0442480184250289	0.0760352904066013	0.0278840537647213
Q9ULL4;Q9ULL4-2	0.0230569391088492	0.0419016913500615	0.0194857692548941
O60256	0.01248221869695	0.0200534321527458	0.0420835966309678
P62877	0.0430712765020329	0.019622490460076	0.0038925012473325
P49795	0.0506184817320869	0.069431275433365	0.00618222640911228
Q8IXJ6	0.0615126850965367	0.0268605798595877	0.00115904042001945
Q9NXL6	0.0317878490798024	0.0106055490073571	0.00266839421611312
P04003	0.00416605605860408	0.0820584323468856	0.00137797569489204
Q5VZK9	0.132958349260907	0.0386838848699954	0.00366273950774519
