Protein.Group	detect_study	detect_internal	detect_plate_qc
P28907	0.718918918918919	1	1
P29122;P29122-2;P29122-7;P29122-8	1	1	1
P29144	0.989189189189189	1	1
P29218;P29218-3	0.994594594594595	1	1
P29279	0.989189189189189	1	1
P29350;P29350-3	1	1	1
P29353;P29353-2	0.65945945945946	1	1
P29375	0.708108108108108	0.888888888888889	0.888888888888889
P29376;P29376-4	0.194594594594595	0.888888888888889	0.444444444444444
P29401;P29401-2	0.913513513513514	1	1
P29508	0.745945945945946	0	0.666666666666667
P29558;P29558-2	0.335135135135135	1	0.888888888888889
P29597	0.762162162162162	1	1
P29622	1	1	1
P29692	0.994594594594595	1	1
P29728;P29728-2	0.0216216216216216	0.111111111111111	0
P29965	0.848648648648649	1	1
P29966	0.681081081081081	0.777777777777778	1
P29992	0.410810810810811	1	0.777777777777778
P30038	0.848648648648649	1	1
P30039	0.648648648648649	1	1
P30040	1	1	1
P30041	1	1	1
P30043	1	1	1
P30044-2	1	1	1
P30048;P30048-2	0.994594594594595	1	1
P30049	0.881081081081081	1	1
P30050	1	1	1
P30084	0.794594594594595	1	1
P30085;P30085-3	0.897297297297297	1	1
P30086	0.978378378378378	1	1
P30101	1	1	1
P30153	1	1	1
P30154-3	0.47027027027027	1	0.888888888888889
P30260-2	0.4	1	1
P30273	1	1	1
P30281	0.237837837837838	1	0.777777777777778
P30405	0.897297297297297	1	1
P30419	0.751351351351351	1	1
P30519	0.556756756756757	1	1
P30520	0.691891891891892	1	1
P30536	0.827027027027027	1	1
P30566	0.994594594594595	1	1
P30613	0.162162162162162	0.111111111111111	0.111111111111111
P30622-2	0.72972972972973	1	1
P30626;P30626-2;P30626-3	1	1	1
P30679	0.491891891891892	1	1
P30711	0.118918918918919	0.444444444444444	0.111111111111111
P30740	1	1	1
P30825	0.686486486486487	1	1
P30837	0.432432432432432	1	1
P31025	0.47027027027027	0.666666666666667	0.333333333333333
P31040	0.810810810810811	1	1
P31146	1	1	1
P31150	1	1	1
P31151	0.497297297297297	0.111111111111111	0.333333333333333
P31153	0.708108108108108	1	1
P31321	0.545945945945946	1	1
P31323	0.956756756756757	1	1
P31327;P31327-3	0.875675675675676	1	1
P31431	0.610810810810811	1	1
P31483	0.864864864864865	1	1
P31641	0.481081081081081	1	1
P31645-2	0.681081081081081	1	1
P31689	0.897297297297297	1	1
P31749	0.497297297297297	1	1
P31751	0.837837837837838	1	1
P31930	0.908108108108108	1	1
P31937	0.610810810810811	1	1
P31939	0.989189189189189	1	1
P31942;P31942-2	0.627027027027027	1	1
P31943	0.913513513513514	1	1
P31944	0.821621621621622	0.333333333333333	0.888888888888889
P31946;P31946-2	1	1	1
P31947	0.627027027027027	1	0.777777777777778
P31948	1	1	1
P31949	0.740540540540541	0.333333333333333	1
P32019-3	0.85945945945946	1	1
P32119	1	1	1
P32121;P32121-3;P32121-4	0.454054054054054	1	1
P32189-1;P32189-4	0.875675675675676	1	1
P32321;P32321-2	0.724324324324324	1	1
P32456	0.378378378378378	1	0.888888888888889
P32942	0.789189189189189	0.666666666666667	0.888888888888889
P32969	0.875675675675676	0.555555555555556	1
P33121	0.935135135135135	1	1
P33151	1	1	1
P33176	0.978378378378378	1	1
P33240;P33240-2	0.535135135135135	1	0.888888888888889
P33241-3	0.27027027027027	0.222222222222222	0.111111111111111
P33316	0.356756756756757	1	0.888888888888889
P33527;P33527-9	0.951351351351351	1	1
P33897	0.502702702702703	1	1
P33908	1	1	1
P34096	0.151351351351351	1	0.444444444444444
P34820;P34820-2	0.124324324324324	0.222222222222222	0.333333333333333
P34896-2	0.778378378378378	1	1
P34897;P34897-3	0.87027027027027	1	1
P34913	0.875675675675676	1	1
P34931	0.189189189189189	0.777777777777778	0.222222222222222
P34932	0.994594594594595	1	1
P34947	0.621621621621622	1	1
P34949	0.556756756756757	1	0.888888888888889
P35030	1	1	1
P35221;P35221-2	0.610810810810811	1	1
P35222	0.632432432432433	1	0.888888888888889
P35232	0.983783783783784	1	1
P35236;P35236-2;P35236-3	0.708108108108108	1	1
P35237	0.291891891891892	1	1
P35240	0.448648648648649	1	1
P35241	0.951351351351351	1	1
P35244	0.291891891891892	1	0.555555555555556
P35249	0.124324324324324	0.555555555555556	0.111111111111111
P35268	0.962162162162162	1	1
P35270	0.751351351351351	1	0.888888888888889
P35398-1	0.616216216216216	1	1
P35443	0.92972972972973	1	0.777777777777778
P35475	0.475675675675676	1	1
P35527	1	1	1
P35542	1	1	1
P35555	1	1	1
P35568	0.221621621621622	0.888888888888889	0.777777777777778
P35573	0.886486486486487	1	1
P35579	1	1	1
P35580;P35580-2;P35580-3;P35580-4;P35580-5	0.854054054054054	1	1
P35606;P35606-2	0.978378378378378	1	1
P35609;P35609-2	0.832432432432433	1	0.777777777777778
P35611-3;P35611-6	1	1	1
P35612	0.967567567567568	1	1
P35613	1	1	1
P35625	1	1	1
P35626	0.362162162162162	1	0.777777777777778
P35637;P35637-2	1	1	1
P35658;P35658-2;P35658-5	0.432432432432432	1	1
P35659	0.545945945945946	0.444444444444444	0.666666666666667
P35711;P35711-2;P35711-5	0.724324324324324	0.777777777777778	1
P35754	0.902702702702703	1	1
P35813;P35813-3	0.983783783783784	1	1
P35858-2	1	1	1
P35908	1	1	1
P35914	0.854054054054054	1	1
P35916	0.362162162162162	0.222222222222222	0.222222222222222
P35998	0.989189189189189	1	1
P36404	0.751351351351351	1	1
P36405	0.67027027027027	1	1
P36406;P36406-2;P36406-3	0.756756756756757	1	0.777777777777778
P36507	0.962162162162162	1	1
P36542	0.983783783783784	1	1
P36543	0.972972972972973	1	1
P36544;P36544-2;P36544-3	0.421621621621622	0.111111111111111	0.444444444444444
P36551	0.724324324324324	1	1
P36575;P36575-2	0.372972972972973	0.888888888888889	0.555555555555556
P36578	0.978378378378378	1	1
P36639;P36639-1;P36639-2;P36639-3	0.205405405405405	0.888888888888889	0.333333333333333
P36776;P36776-2	0.518918918918919	1	1
P36871	1	1	1
P36873-2	0.918918918918919	1	1
P36915	0.827027027027027	1	1
P36952	0.0324324324324324	0	0
P36955	1	1	1
P36956-2;P36956-3	0.340540540540541	0.444444444444444	0.222222222222222
P36957	1	1	1
P36959	1	1	1
P36969;P36969-2	0.962162162162162	1	1
P37108	0.216216216216216	0.444444444444444	0.222222222222222
P37198	0.345945945945946	0.888888888888889	0.888888888888889
P37235	0.978378378378378	1	1
P37268	0.156756756756757	0.888888888888889	0.222222222222222
P37287	0.108108108108108	0.111111111111111	0.333333333333333
P37288	0.372972972972973	1	0.777777777777778
P37802	1	1	1
P37837-2	1	1	1
P37840;P37840-2	1	1	1
P38117	0.983783783783784	1	1
P38159	0.610810810810811	0.555555555555556	0.666666666666667
P38571;P38571-2	0.956756756756757	1	1
P38606	1	1	1
P38646	0.972972972972973	1	1
P38919	0.32972972972973	1	0.444444444444444
P38936	0.367567567567568	1	0.888888888888889
P39019	0.935135135135135	1	1
P39023	0.313513513513514	0.888888888888889	0.888888888888889
P39059	0.345945945945946	0	0.444444444444444
P39060;P39060-1;P39060-2	1	1	1
P39656	0.989189189189189	1	1
P39687	0.427027027027027	1	1
P39748	0.989189189189189	1	1
P39880;P39880-2	0.281081081081081	0.555555555555556	0.444444444444444
P40121;P40121-2	0.572972972972973	0.777777777777778	0.666666666666667
P40189	0.972972972972973	1	1
P40197	1	1	1
P40200;P40200-2	0.189189189189189	0.888888888888889	0.777777777777778
P40222	0.427027027027027	1	1
P40227	1	1	1
P40238	0.767567567567568	1	1
P40305;P40305-1	0.275675675675676	0	0.555555555555556
P40306	0.491891891891892	1	1
P40429	0.572972972972973	0.888888888888889	0.888888888888889
P40616;P40616-2	0.940540540540541	1	1
P40763;P40763-3	0.951351351351351	1	1
P40818	0.778378378378378	1	1
P40855	0.448648648648649	1	1
P40925;P40925-3	1	1	1
P40926	0.989189189189189	1	1
P40939	0.989189189189189	1	1
P41091	1	1	1
P41159	0.291891891891892	0.222222222222222	0.666666666666667
P41214	0.27027027027027	1	0.666666666666667
P41218	0.962162162162162	1	1
P41222	0.994594594594595	1	1
P41226	0.989189189189189	1	1
P41227;P41227-2	0.648648648648649	1	1
P41236	0.664864864864865	1	1
P41240	0.989189189189189	1	1
P41250	0.113513513513514	0.888888888888889	0
P41250-2	0.972972972972973	1	1
P41252	0.85945945945946	1	1
P41567	0.205405405405405	0.777777777777778	0.222222222222222
P42025	0.886486486486487	1	1
P42126;P42126-2	0.481081081081081	1	1
P42167	0.508108108108108	1	1
P42224	0.92972972972973	1	1
P42226	0.864864864864865	1	1
P42229	0.772972972972973	1	1
P42330	0.405405405405405	1	1
P42331-4;P42331-6	0.810810810810811	1	1
P42336	0.481081081081081	1	1
P42338	0.967567567567568	1	1
P42345	0.875675675675676	1	1
P42356	0.978378378378378	1	1
P42357	0.232432432432432	0	0.333333333333333
P42566	0.994594594594595	1	1
P42574	0.778378378378378	1	1
P42575	0.259459459459459	1	0.888888888888889
P42677;Q71UM5	0.4	1	0.888888888888889
P42680	1	1	1
P42684;P42684-5;P42684-6;P42684-7	0.0594594594594595	0.111111111111111	0.222222222222222
P42694	0.259459459459459	1	0.777777777777778
P42704	0.637837837837838	1	1
P42765	0.875675675675676	1	1
P42766	0.648648648648649	1	0.777777777777778
P42768	1	1	1
P42785	0.351351351351351	1	0.555555555555556
P42830	0.113513513513514	1	0
P42858	0.92972972972973	1	1
P42892;P42892-2;P42892-3;P42892-4	1	1	1
P42898-2	0.756756756756757	1	1
P43034	0.978378378378378	1	1
P43119	0.232432432432432	0.888888888888889	0.222222222222222
P43121	0.448648648648649	0.666666666666667	0.555555555555556
P43155;P43155-2	0.724324324324324	1	1
P43243	0.0918918918918919	0.333333333333333	0.111111111111111
P43250-2	0.972972972972973	1	1
P43251;P43251-2;P43251-3;P43251-4	0.989189189189189	1	1
P43304	0.967567567567568	1	1
P43307	0.827027027027027	1	1
P43405	1	1	1
P43487;P43487-2	0.918918918918919	1	1
P43490	0.918918918918919	1	1
P43652	1	1	1
P43686	0.951351351351351	1	1
P43897	0.183783783783784	0.555555555555556	0.444444444444444
P45378;P45378-2;P45378-3;P45378-5;P45378-6;P45378-7	0.0432432432432432	0	0
P45880	0.843243243243243	1	1
P45954	0.675675675675676	1	0.888888888888889
P45974;P45974-2	0.989189189189189	1	1
P45984;P45984-2;P45984-3;P45984-4	0.524324324324324	1	0.888888888888889
P45985;P45985-2	0.724324324324324	1	1
P46019	0.8	1	1
P46020;P46020-2	0.313513513513514	1	0.888888888888889
P46060	0.675675675675676	1	1
P46063	0.248648648648649	0.888888888888889	0.555555555555556
P46091	0.205405405405405	0.888888888888889	0.222222222222222
P46108	0.686486486486487	1	1
P46109	1	1	1
P46379;P46379-2;P46379-3	0.967567567567568	1	1
P46439	0.216216216216216	1	0.666666666666667
P46459	1	1	1
P46734	0.967567567567568	1	1
P46736;P46736-2;P46736-3	0.643243243243243	1	1
P46776	0.972972972972973	1	1
P46777	0.832432432432433	1	1
P46779;P46779-2;P46779-3;P46779-4;P46779-5	0.237837837837838	0.777777777777778	0.444444444444444
P46781	0.875675675675676	1	1
P46782	0.983783783783784	1	1
P46783	0.65945945945946	1	0.888888888888889
P46821	0.583783783783784	1	1
P46926	0.448648648648649	1	1
P46934-4	0.686486486486487	1	1
P46939;P46939-2	0.962162162162162	1	1
P46940	0.989189189189189	1	1
P46976;P46976-2	0.945945945945946	1	1
P46977	0.940540540540541	1	1
P47224	0.567567567567568	1	1
P47712	0.940540540540541	1	1
P47755	1	1	1
P47756	1	1	1
P47756-1	0.724324324324324	1	1
P47813	0.637837837837838	1	1
P47897	0.875675675675676	1	1
P47900	0.47027027027027	1	0.888888888888889
P47914	0.902702702702703	1	1
P47929	0.324324324324324	0	0.555555555555556
P47985	0.913513513513514	1	1
P48029-2	0.416216216216216	0.555555555555556	0.555555555555556
P48047	0.989189189189189	1	1
P48059	1	1	1
P48061;P48061-2;P48061-3;P48061-4;P48061-5;P48061-6	1	1	1
P48147	0.8	1	1
P48163	0.918918918918919	1	1
P48200	0.248648648648649	1	0.555555555555556
P48426	0.994594594594595	1	1
P48444	0.956756756756757	1	1
P48449	0.854054054054054	1	1
P48454;P48454-2;P48454-3	0.6	1	1
P48506	0.72972972972973	1	1
P48507	0.978378378378378	1	1
P48509	0.951351351351351	1	1
P48553	0.691891891891892	1	1
P48556	0.951351351351351	1	1
P48594	0.027027027027027	0	0
P48634	0.810810810810811	1	1
P48637	0.772972972972973	1	1
P48643	1	1	1
P48651	0.281081081081081	1	0.666666666666667
P48668	0.0162162162162162	0	0
P48681	0.102702702702703	0.666666666666667	0.222222222222222
P48723	0.508108108108108	1	0.888888888888889
P48728;P48728-2	0.151351351351351	0.777777777777778	0.222222222222222
P48729	0.8	1	1
P48730;P48730-2	0.291891891891892	1	0.777777777777778
P48735	1	1	1
P48736	0.924324324324324	1	1
P48739-3	0.875675675675676	1	1
P48740-2;P48740-4	1	1	1
P48960;P48960-3	0.448648648648649	1	0.888888888888889
P49069	0.416216216216216	1	0.888888888888889
P49137	0.881081081081081	1	1
P49184	0.762162162162162	1	1
P49189	0.978378378378378	1	1
P49247	0.243243243243243	0.888888888888889	0.555555555555556
P49257	0.989189189189189	1	1
P49281-2	0.345945945945946	0	0.222222222222222
P49326	0.632432432432433	1	1
P49327	1	1	1
P49354	0.686486486486487	1	1
P49356;P49356-2	0.632432432432433	1	1
P49368	1	1	1
P49406	0.362162162162162	1	0.777777777777778
P49407-2	0.940540540540541	1	1
P49411	0.994594594594595	1	1
P49419;P49419-2	0.421621621621622	1	0.888888888888889
P49441	0.237837837837838	1	0.111111111111111
P49588	0.978378378378378	1	1
P49589-3	0.902702702702703	1	1
P49591	0.972972972972973	1	1
P49593	0.92972972972973	1	1
P49619	0.816216216216216	1	1
P49641	0.951351351351351	1	1
P49662	0.610810810810811	1	1
P49720	0.345945945945946	1	0.777777777777778
P49721	0.491891891891892	1	0.888888888888889
P49746	0.167567567567568	0.111111111111111	0.222222222222222
P49747;P49747-2	1	1	1
P49748-3	0.972972972972973	1	1
P49750	0.210810810810811	0.444444444444444	0.555555555555556
P49754	0.724324324324324	1	1
P49755	0.918918918918919	1	1
P49757;P49757-3	0.875675675675676	1	1
P49758;P49758-3;P49758-7;P49758-9	0.837837837837838	1	1
P49767	0.718918918918919	1	1
P49770	0.648648648648649	1	1
P49773	0.881081081081081	1	1
P49789	0.2	0.666666666666667	0.444444444444444
P49792	0.221621621621622	0.666666666666667	0.888888888888889
P49795	0.756756756756757	1	1
P49810;P49810-3	0.45945945945946	1	1
P49815;P49815-2;P49815-3;P49815-4;P49815-5	0.540540540540541	1	1
P49821;P49821-2	0.794594594594595	1	1
P49840	0.545945945945946	1	1
P49841;P49841-2	0.794594594594595	1	1
P49902	0.783783783783784	1	1
P49903;P49903-2;P49903-4	0.291891891891892	1	0.888888888888889
P49908	1	1	1
P49913	1	1	1
P49914	0.4	1	1
P49915	0.756756756756757	1	1
P49959;P49959-3	0.351351351351351	1	0.777777777777778
P50053-2	0.389189189189189	1	0.666666666666667
P50148	1	1	1
P50151	0.816216216216216	1	1
P50213	0.713513513513514	1	1
P50225	0.994594594594595	1	1
P50238	1	1	1
P50281	0.956756756756757	1	1
P50336	0.562162162162162	1	1
P50395	1	1	1
P50402	0.978378378378378	1	1
P50416	0.983783783783784	1	1
P50440;P50440-2	0.345945945945946	1	0.888888888888889
P50453	0.962162162162162	1	1
P50454	0.886486486486487	1	1
P50461	0.405405405405405	0.777777777777778	0.555555555555556
P50502	1	1	1
P50542;P50542-2;P50542-3;P50542-4	0.178378378378378	0.666666666666667	0.444444444444444
P50552	1	1	1
P50570-4	1	1	1
P50570-5	0.12972972972973	0.333333333333333	0.111111111111111
P50579	0.562162162162162	1	1
P50583	0.45945945945946	1	0.777777777777778
P50748	0.248648648648649	1	0.555555555555556
P50851	0.4	1	1
P50851-2	0.994594594594595	1	1
P50895	0.924324324324324	0.777777777777778	1
P50897	0.481081081081081	1	1
P50914	0.762162162162162	0.888888888888889	1
P50990	1	1	1
P50991	1	1	1
P50995;P50995-2	1	1	1
P51114;P51114-2	0.783783783783784	1	1
P51116	0.421621621621622	1	1
P51148;P51148-2	1	1	1
P51149	1	1	1
P51151	0.837837837837838	1	1
P51153	0.891891891891892	1	1
P51157	0.189189189189189	1	0.555555555555556
P51159	0.956756756756757	1	1
P51397	0.454054054054054	1	1
P51398;P51398-2;P51398-3	0.12972972972973	0.777777777777778	0.333333333333333
P51452	0.978378378378378	1	1
P51531;P51531-2	0.275675675675676	1	0.666666666666667
P51553-2	0.32972972972973	0.888888888888889	0.666666666666667
P51570	0.951351351351351	1	1
P51571	0.956756756756757	1	1
P51572;P51572-2	1	1	1
P51575	0.908108108108108	1	1
P51580	0.562162162162162	1	1
P51606	0.935135135135135	1	1
P51608	0.118918918918919	0.111111111111111	0.444444444444444
P51610-4	0.508108108108108	1	1
P51617;P51617-2;P51617-3;P51617-4	0.362162162162162	1	1
P51648;P51648-2	0.772972972972973	1	1
P51649;P51649-2	0.362162162162162	1	0.888888888888889
P51659	0.994594594594595	1	1
P51665	0.951351351351351	1	1
P51679	0.8	1	1
P51692	0.983783783783784	1	1
P51784	0.248648648648649	1	0.666666666666667
P51790;P51790-4	0.956756756756757	1	1
P51793;P51793-2	0.816216216216216	1	1
P51798;P51798-2	0.864864864864865	1	1
P51808	0.443243243243243	1	1
P51809	0.978378378378378	1	1
P51811	0.227027027027027	0.888888888888889	0.555555555555556
P51812	0.967567567567568	1	1
P51817	0.221621621621622	1	0.333333333333333
P51858	0.783783783783784	1	1
P51884	1	1	1
P51888	0.443243243243243	0.333333333333333	0.333333333333333
P51911	0.432432432432432	1	1
P51955;P51955-2;P51955-4	0.302702702702703	1	0.333333333333333
P51970	0.524324324324324	1	0.888888888888889
P51991;P51991-2	0.583783783783784	1	1
P52209;P52209-2	1	1	1
P52272;P52272-2	0.762162162162162	1	1
P52294	0.762162162162162	1	1
P52306	0.962162162162162	1	1
P52306-4	0.297297297297297	1	1
P52333	0.897297297297297	1	1
P52429	0.443243243243243	1	1
P52564	0.508108108108108	1	0.888888888888889
P52565	0.989189189189189	1	1
P52566	1	1	1
P52594;P52594-2;P52594-3;P52594-4	0.983783783783784	1	1
P52597	0.762162162162162	1	1
P52630;P52630-4	0.627027027027027	1	1
P52735;P52735-2;P52735-3	0.481081081081081	1	0.777777777777778
P52756	0.540540540540541	0.555555555555556	0.666666666666667
P52758	0.113513513513514	0.666666666666667	0.333333333333333
P52788	0.794594594594595	1	1
P52790	0.508108108108108	1	0.888888888888889
P52815	0.551351351351351	1	1
P52824	0.221621621621622	1	0.555555555555556
P52848	0.475675675675676	1	1
P52888	0.367567567567568	1	0.777777777777778
P52907	1	1	1
P52943	0.886486486486487	0.555555555555556	0.888888888888889
P52948;P52948-5;P52948-6	0.027027027027027	0.111111111111111	0
P53004	0.983783783783784	1	1
P53007	0.783783783783784	1	1
P53041	0.724324324324324	1	1
P53355;P53355-3	0.643243243243243	1	1
P53365	0.237837837837838	1	0.888888888888889
P53367	0.783783783783784	1	1
P53384;P53384-2	0.437837837837838	1	0.888888888888889
P53396	1	1	1
P53582	0.816216216216216	1	1
P53597	0.848648648648649	1	1
P53602	0.87027027027027	1	1
P53609;P53609-2	0.291891891891892	1	0.777777777777778
P53611	0.594594594594595	1	1
P53618	0.994594594594595	1	1
P53621	1	1	1
P53634	1	1	1
P53667;P53667-2;P53667-4	0.513513513513514	1	1
P53677	0.145945945945946	0.888888888888889	0.222222222222222
P53680	0.972972972972973	1	1
P53701	0.232432432432432	1	0.555555555555556
P53779-2	0.172972972972973	0.666666666666667	0.666666666666667
P53801	0.713513513513514	1	1
P53804	0.102702702702703	0.222222222222222	0.444444444444444
P53814-5	0.951351351351351	1	1
P53985;P53985-2	0.389189189189189	1	0.666666666666667
P53990;P53990-2;P53990-4	0.983783783783784	1	1
P53992	0.972972972972973	1	1
P54136	0.87027027027027	1	1
P54252;P54252-1;P54252-4	0.308108108108108	1	0.888888888888889
P54289;P54289-2;P54289-3;P54289-4;P54289-5	0.427027027027027	0.222222222222222	0.333333333333333
P54577	1	1	1
P54578;P54578-2	0.897297297297297	1	1
P54619;P54619-2;P54619-3	0.945945945945946	1	1
P54652	0.475675675675676	1	1
P54687;P54687-4;P54687-5	0.286486486486487	1	0.777777777777778
P54709	0.935135135135135	1	1
P54725;P54725-2;P54725-3	0.572972972972973	1	1
P54727	0.983783783783784	1	1
P54802	0.497297297297297	1	0.777777777777778
P54803	0.421621621621622	1	0.777777777777778
P54819;P54819-2	1	1	1
P54886;P54886-2	0.405405405405405	1	1
P54920	0.983783783783784	1	1
P54922	0.486486486486487	1	1
P55008	0.540540540540541	1	1
P55010	0.783783783783784	1	1
P55011	0.794594594594595	1	1
P55036	0.956756756756757	1	1
P55039	0.610810810810811	1	1
P55056	1	1	1
P55058	1	1	1
P55060;P55060-3	0.983783783783784	1	1
P55072	1	1	1
P55084	0.994594594594595	1	1
P55103	1	1	1
P55145	0.908108108108108	1	1
P55157	0.767567567567568	0.888888888888889	0.888888888888889
P55160	0.994594594594595	1	1
P55196;P55196-5	0.281081081081081	0.666666666666667	0.777777777777778
P55209-3	0.556756756756757	1	1
P55209;P55209-2	0.989189189189189	1	1
P55210;P55210-3	0.243243243243243	1	0.555555555555556
P55211	0.356756756756757	1	0.888888888888889
P55212	0.508108108108108	1	0.888888888888889
P55263;P55263-2	0.594594594594595	1	1
P55265;P55265-4	0.335135135135135	1	1
P55268	0.989189189189189	1	1
P55273	0.497297297297297	1	0.888888888888889
P55285	0.708108108108108	1	0.888888888888889
P55287	0.340540540540541	0	0.333333333333333
P55290;P55290-4	0.978378378378378	1	1
P55291	0.221621621621622	0.222222222222222	0.222222222222222
P55327-4	0.654054054054054	1	1
P55345	0.351351351351351	1	1
P55735;P55735-2;P55735-3;P55735-4	0.989189189189189	1	1
P55774	0.264864864864865	1	0.555555555555556
P55786	0.994594594594595	1	1
P55795	0.475675675675676	1	1
P55809	0.881081081081081	1	1
P55854;P55854-2	0.194594594594595	0.777777777777778	0.333333333333333
P55884;P55884-2	0.92972972972973	1	1
P55957;P55957-2	0.643243243243243	1	1
P56134;P56134-3	0.891891891891892	1	1
P56181	0.243243243243243	1	0.555555555555556
P56181-2	0.697297297297297	1	1
P56192	0.886486486486487	1	1
P56199	0.513513513513514	0.555555555555556	0.777777777777778
P56202	0.875675675675676	1	1
P56211	0.648648648648649	1	1
P56377	0.92972972972973	1	1
P56378	0.762162162162162	1	1
P56381	0.854054054054054	1	1
P56385	0.821621621621622	1	1
P56537	0.648648648648649	1	1
P56556	0.610810810810811	1	1
P56589	0.275675675675676	1	1
P56937;P56937-2;P56937-3	0.145945945945946	1	0.333333333333333
P56945;P56945-2;P56945-3;P56945-4;P56945-5;P56945-6;P56945-7;P56945-8	0.135135135135135	1	0.111111111111111
P56962	0.691891891891892	1	1
P57057	0.221621621621622	1	0.777777777777778
P57060	0.140540540540541	0.444444444444444	0.222222222222222
P57075;P57075-2;P57075-3	0.821621621621622	1	1
P57077;P57077-1	0.372972972972973	0.666666666666667	0.888888888888889
P57088	0.92972972972973	1	1
P57103-2	0.702702702702703	1	1
P57105	0.632432432432433	1	1
P57678	0.281081081081081	1	0.888888888888889
P57729	0.832432432432433	1	1
P57737-3	0.843243243243243	1	1
P57740	0.297297297297297	1	0.666666666666667
P57764	0.816216216216216	1	1
P57772	0.816216216216216	1	1
P58107	0.0486486486486487	0	0
P58166	1	1	1
P58215	0.718918918918919	1	1
P58335-4	1	1	1
P58546	1	1	1
P59190-2	0.12972972972973	0.666666666666667	0.444444444444444
P59665;P59666	0.805405405405405	1	1
P59768	0.989189189189189	1	1
P59998	1	1	1
P60033	0.302702702702703	1	0.666666666666667
P60059	0.308108108108108	1	0.777777777777778
P60174-3	0.940540540540541	1	1
P60228	0.967567567567568	1	1
P60468	0.783783783783784	1	1
P60484-2	0.383783783783784	1	1
P60510	0.118918918918919	0.666666666666667	0.333333333333333
P60520	0.978378378378378	1	1
P60604;P60604-2	0.491891891891892	1	1
P60660-2	1	1	1
P60673	0.886486486486487	1	1
P60709	1	1	1
P60763	0.237837837837838	0.888888888888889	0.333333333333333
P60842	1	1	1
P60866;P60866-2	0.810810810810811	1	1
P60891	1	1	1
P60900	0.816216216216216	1	1
P60953	1	1	1
P60981	1	1	1
P60983	0.464864864864865	1	0.888888888888889
P60985	0.945945945945946	1	1
P61006	1	1	1
P61009	0.962162162162162	1	1
P61011-2	0.281081081081081	1	0.666666666666667
P61018	0.940540540540541	1	1
P61019	1	1	1
P61020	0.978378378378378	1	1
P61026	1	1	1
P61073;P61073-2	0.810810810810811	1	1
P61077;P61077-3	0.989189189189189	1	1
P61081	0.92972972972973	1	1
P61086	0.875675675675676	1	1
P61088	1	1	1
P61106	1	1	1
P61158	1	1	1
P61160	1	1	1
P61163	0.989189189189189	1	1
P61165	0.832432432432433	1	1
P61201;P61201-2	0.908108108108108	1	1
P61221	0.875675675675676	1	1
P61224-3	1	1	1
P61225	1	1	1
P61244;P61244-2	0.254054054054054	1	0.888888888888889
P61247	0.978378378378378	1	1
P61254;Q9UNX3	0.194594594594595	0.222222222222222	0.555555555555556
P61313	0.562162162162162	1	0.777777777777778
P61326	0.108108108108108	0.666666666666667	0.333333333333333
P61353	0.827027027027027	1	1
P61421	0.989189189189189	1	1
P61513	0.0540540540540541	0	0
P61586	1	1	1
P61599	0.183783783783784	1	0.222222222222222
P61604	0.989189189189189	1	1
P61619	0.913513513513514	1	1
P61626	1	1	1
P61758;P61758-2	0.875675675675676	1	1
P61764	0.805405405405405	1	1
P61769	1	1	1
P61803	0.902702702702703	1	1
P61812;P61812-2	0.27027027027027	1	0.777777777777778
P61923	0.864864864864865	1	1
P61952	0.989189189189189	1	1
P61956;P61956-2	0.810810810810811	1	1
P61960	0.881081081081081	1	1
P61962	0.65945945945946	1	1
P61966	0.767567567567568	1	1
P61970	0.827027027027027	1	1
P61978-3	1	1	1
P61981	1	1	1
P62072	0.383783783783784	1	0.888888888888889
P62081	0.627027027027027	1	0.888888888888889
P62136	1	1	1
P62140	0.918918918918919	1	1
P62191	0.972972972972973	1	1
P62195	0.994594594594595	1	1
P62241	0.789189189189189	1	1
P62244	0.810810810810811	1	1
P62249	0.978378378378378	1	1
P62253	0.156756756756757	0.444444444444444	0
P62256	0.697297297297297	1	1
P62258	1	1	1
P62263	0.913513513513514	1	1
P62266	0.702702702702703	1	1
P62269	0.924324324324324	1	1
P62277	0.918918918918919	1	1
P62280	0.767567567567568	1	1
P62304	0.297297297297297	0.666666666666667	0.555555555555556
P62306	0.189189189189189	0.555555555555556	0.444444444444444
P62310	0.945945945945946	1	1
P62312	0.886486486486487	1	1
P62314	0.291891891891892	0.777777777777778	0.444444444444444
P62316	0.518918918918919	0.444444444444444	0.555555555555556
P62318;P62318-2	0.724324324324324	0.555555555555556	1
P62328	0.989189189189189	1	1
P62330	0.978378378378378	1	1
P62333	0.983783783783784	1	1
P62341	0.513513513513514	1	1
P62424	0.972972972972973	1	1
P62491	0.264864864864865	1	0.666666666666667
P62495	0.956756756756757	1	1
P62701	0.983783783783784	1	1
P62714	1	1	1
P62736	1	1	1
P62750	0.751351351351351	0.888888888888889	0.888888888888889
P62753	0.189189189189189	1	0.222222222222222
P62805	1	1	1
P62820	1	1	1
P62826	1	1	1
P62829	0.843243243243243	1	1
P62834	1	1	1
P62847;P62847-2;P62847-3;P62847-4	0.72972972972973	1	1
P62851	0.983783783783784	1	1
P62854	0.92972972972973	1	1
P62857	0.308108108108108	1	0.888888888888889
P62873	1	1	1
P62877	0.708108108108108	1	1
P62879	1	1	1
P62888	0.675675675675676	1	0.666666666666667
P62899	0.621621621621622	0.555555555555556	0.555555555555556
